,BUSCA,RSLP,SNOW,CHAVESOUNDEX,BUSCABR_SEM_VOGAL,BUSCABR,METAPHONEBR,ROBERTO
62,ADEMAR,"[ADEMAR, ADEMIR]","[ADEMAR, ADEMIR]","[ADEMAR, ADEMIR, ADENOR, ADHEMAR, ADHEMAYR, ADMAURO]","[ADEMAR, ADEMIR, ADENIS, ADENOR, ADHEMAR, ADHEMAYR, ADNIL, DANIEL, DENECY, DENICE, DENIO, DENIS, DENYS, DGNAR, DIANA, DIDIMO, DIDNEY, DIMAS, DINA, DINAH, DINOMAR, DIOMAR, DIONE, DUERGNES, EDIMAR, EDIMUNDO, EDINA, EDINEA, EDINEIA, EDMAR, EDMIR, EDMO, EDMUNDO, EDNA, EDNE, EDNEI, EDNEIA, IDMAR, IDOMAR, ODENI, ODINEIA]","[ADEMAR, ADHEMAR]","[ADEMAR, ADEMIR, ADHEMAR, ADHEMAYR]","[ADEMAR, ADEMIR]"
63,ADEMILDES,[ADEMILDES],[ADEMILDES],[ADEMILDES],"[ADEMILDES, ADENILDO, DONALDO, EDEMILDES, EDINALDO, EDNALDO]",[ADEMILDES],[ADEMILDES],"[ADEMILDES, EDEMILDES]"
64,ADEMILSON,[ADEMILSON],[ADEMILSON],"[ADEMILSON, ADENILSON, ADMILSON, ADNILSON]","[ADEMILSON, ADENILSON, ADMILSON, ADNILSON, DANILZA, DENILSON, DENILZA, EDIMILSON, EDMILSON]","[ADEMILSON, ADENILSON]","[ADEMILSON, ADMILSON]","[ADEMILSON, ADMILSON, EDIMILSON, EDMILSON]"
65,ADEMIR,"[ADEMAR, ADEMIR]","[ADEMAR, ADEMIR]","[ADEMAR, ADEMIR, ADENOR, ADHEMAR, ADHEMAYR, ADMAURO]","[ADEMAR, ADEMIR, ADENIS, ADENOR, ADHEMAR, ADHEMAYR, ADNIL, DANIEL, DENECY, DENICE, DENIO, DENIS, DENYS, DGNAR, DIANA, DIDIMO, DIDNEY, DIMAS, DINA, DINAH, DINOMAR, DIOMAR, DIONE, DUERGNES, EDIMAR, EDIMUNDO, EDINA, EDINEA, EDINEIA, EDMAR, EDMIR, EDMO, EDMUNDO, EDNA, EDNE, EDNEI, EDNEIA, IDMAR, IDOMAR, ODENI, ODINEIA]","[ADEMIR, ADENIS]","[ADEMAR, ADEMIR, ADHEMAR, ADHEMAYR]","[ADEMAR, ADEMIR]"
66,ADENICIO,[ADENICIO],[ADENICIO],"[ADENICIO, ADENIS, ADONICA, AUTHEMES]","[ADENICIO, DENISE, DENIZE, DEOMECIR, DIOMAZIA, DIONISIO, DIONIZIO, DOMICIO, DONICIO]",[ADENICIO],"[ADENICIO, ADENIS]","[ADENICIO, DONICIO]"
67,ADENILDO,[ADENILDO],[ADENILDO],[ADENILDO],"[ADEMILDES, ADENILDO, DONALDO, EDEMILDES, EDINALDO, EDNALDO]",[ADENILDO],[ADENILDO],"[ADENILDO, DONALDO, EDINALDO, EDNALDO]"
68,ADENILSON,[ADENILSON],[ADENILSON],"[ADEMILSON, ADENILSON, ADMILSON, ADNILSON]","[ADEMILSON, ADENILSON, ADMILSON, ADNILSON, DANILZA, DENILSON, DENILZA, EDIMILSON, EDMILSON]","[ADEMILSON, ADENILSON]","[ADENILSON, ADNILSON]","[ADENILSON, ADNILSON, DENILSON]"
69,ADENIS,[ADENIS],[ADENIS],"[ADENICIO, ADENIS, ADONICA, AUTHEMES]","[ADEMAR, ADEMIR, ADENIS, ADENOR, ADHEMAR, ADHEMAYR, ADNIL, DANIEL, DENECY, DENICE, DENIO, DENIS, DENYS, DGNAR, DIANA, DIDIMO, DIDNEY, DIMAS, DINA, DINAH, DINOMAR, DIOMAR, DIONE, DUERGNES, EDIMAR, EDIMUNDO, EDINA, EDINEA, EDINEIA, EDMAR, EDMIR, EDMO, EDMUNDO, EDNA, EDNE, EDNEI, EDNEIA, IDMAR, IDOMAR, ODENI, ODINEIA]","[ADEMIR, ADENIS]","[ADENICIO, ADENIS]",[ADENIS]
70,ADENOR,[ADENOR],[ADENOR],"[ADEMAR, ADEMIR, ADENOR, ADHEMAR, ADHEMAYR, ADMAURO]","[ADEMAR, ADEMIR, ADENIS, ADENOR, ADHEMAR, ADHEMAYR, ADNIL, DANIEL, DENECY, DENICE, DENIO, DENIS, DENYS, DGNAR, DIANA, DIDIMO, DIDNEY, DIMAS, DINA, DINAH, DINOMAR, DIOMAR, DIONE, DUERGNES, EDIMAR, EDIMUNDO, EDINA, EDINEA, EDINEIA, EDMAR, EDMIR, EDMO, EDMUNDO, EDNA, EDNE, EDNEI, EDNEIA, IDMAR, IDOMAR, ODENI, ODINEIA]",[ADENOR],[ADENOR],[ADENOR]
71,ADERALVO,[ADERALVO],[ADERALVO],[ADERALVO],"[ADERALVO, ADORIVAN, DALVA, DELVAIR, DELVAUX, DELVES, DELVO, DERVACY, DERVAI, DILVO, DOLVAIR, DORIVAL, DOURIVAL, DURVAL, ODILVAN]",[ADERALVO],[ADERALVO],[ADERALVO]
72,ADERSON,[ADERSON],[ADERSON],"[ADERSON, ADIRSON]","[ADACIR, ADASIO, ADERSON, ADESIL, ADIRCIO, ADIRSON, DACIO, DAISE, DARCIO, DASI, DAYSE, DECIO, DESIO, DEUSIL, DIRCEA, DIRCEU, DIRSO, DIRSON, EDECIO, EDESON, EDIRSON, EDISON, EDIZA, EDSE, EDSON, HUDSON, UDSON]",[ADERSON],"[ADERSON, ADIRSON]","[ADERSON, ADIRSON, EDIRSON]"
73,ADESIL,[ADESIL],[ADESIL],"[ADEGIL, ADESIL]","[ADACIR, ADASIO, ADERSON, ADESIL, ADIRCIO, ADIRSON, DACIO, DAISE, DARCIO, DASI, DAYSE, DECIO, DESIO, DEUSIL, DIRCEA, DIRCEU, DIRSO, DIRSON, EDECIO, EDESON, EDIRSON, EDISON, EDIZA, EDSE, EDSON, HUDSON, UDSON]",[ADESIL],[ADESIL],[ADESIL]
74,ADEVALDES,[ADEVALDES],[ADEVALDES],[ADEVALDES],"[ADEVALDES, DIVALDO, EDEVALDO, EDIVALDO, EDVALDO, EDVARDE, EDWALDO, EDWARD, ODIVALDO, ODUVALDO]",[ADEVALDES],[ADEVALDES],[ADEVALDES]
75,ADEYLSON,[ADEYLSON],[ADEYLSON],"[ADELJAMI, ADELSON, ADEYLSON, ADILSON]","[ADELCIO, ADELSON, ADEYLSON, ADILSO, ADILSON, ADOLECIA, ADORIZIO, DARLISON, DEILZA, DELCIO, DELSON, DELZA, DELZO, DIELLYSON, DILSA, DILSON, DILZA, DOLESAR, EDILEUSA, EDILSON, IDALIZAR, IDELSON, UDILSON]",[ADEYLSON],"[ADELSON, ADEYLSON, ADILSON]","[ADELSON, ADEYLSON, ADILSON, EDILSON, IDELSON, UDILSON]"
76,ADGAR,[ADGAR],[ADGAR],"[ADACIR, ADEJAR, ADGAR]","[ADGAR, DIEGO, DIOGO, DOUGLAS, EDGAR]",[ADGAR],[ADGAR],[ADGAR]
77,ADHEMAR,[ADHEMAR],[ADHEMAR],"[ADEMAR, ADEMIR, ADENOR, ADHEMAR, ADHEMAYR, ADMAURO]","[ADEMAR, ADEMIR, ADENIS, ADENOR, ADHEMAR, ADHEMAYR, ADNIL, DANIEL, DENECY, DENICE, DENIO, DENIS, DENYS, DGNAR, DIANA, DIDIMO, DIDNEY, DIMAS, DINA, DINAH, DINOMAR, DIOMAR, DIONE, DUERGNES, EDIMAR, EDIMUNDO, EDINA, EDINEA, EDINEIA, EDMAR, EDMIR, EDMO, EDMUNDO, EDNA, EDNE, EDNEI, EDNEIA, IDMAR, IDOMAR, ODENI, ODINEIA]","[ADEMAR, ADHEMAR]","[ADEMAR, ADEMIR, ADHEMAR, ADHEMAYR]",[ADHEMAR]
78,ADHEMAYR,[ADHEMAYR],[ADHEMAYR],"[ADEMAR, ADEMIR, ADENOR, ADHEMAR, ADHEMAYR, ADMAURO]","[ADEMAR, ADEMIR, ADENIS, ADENOR, ADHEMAR, ADHEMAYR, ADNIL, DANIEL, DENECY, DENICE, DENIO, DENIS, DENYS, DGNAR, DIANA, DIDIMO, DIDNEY, DIMAS, DINA, DINAH, DINOMAR, DIOMAR, DIONE, DUERGNES, EDIMAR, EDIMUNDO, EDINA, EDINEA, EDINEIA, EDMAR, EDMIR, EDMO, EDMUNDO, EDNA, EDNE, EDNEI, EDNEIA, IDMAR, IDOMAR, ODENI, ODINEIA]",[ADHEMAYR],"[ADEMAR, ADEMIR, ADHEMAR, ADHEMAYR]",[ADHEMAYR]
79,ADHERBAL,[ADHERBAL],[ADHERBAL],[ADHERBAL],"[ADHERBAL, DERBE]",[ADHERBAL],[ADHERBAL],[ADHERBAL]
80,ADIBIO,[ADIBIO],[ADIBIO],[ADIBIO],[ADIBIO],[ADIBIO],[ADIBIO],[ADIBIO]
81,ADILA,"[ADILA, ADILAR, ADILIA, ADILO]","[ADILA, ADILAR, ADILIA, ADILO]","[ADELIA, ADILA, ADILIA, ADILIO, ADILO, AEDILA, ATILA, ATILIO, AUDALIO, AYDIL]","[ADALRI, ADAURI, ADELAR, ADELIA, ADELOR, ADILA, ADILAR, ADILIA, ADILIO, ADILO, ADRIELE, AEDILA, AUDALIO, DALCI, DALILA, DARI, DARIO, DARLAN, DARLE, DARLY, DARY, DAURO, DEILI, DELAIR, DELCI, DELCY, DELIO, DELIRA, DELY, DEODORO, DERIA, DERIO, DERLI, DERLY, DEROCI, DILCE, DIRACY, DIRAEL, DIRAN, DIRLAND, DOLORA, DOLORES, DORACI, DORACY, DORALICE, DORIO, DUILIO, DULCE, EDERLY, EDILA, EDILEA, EDILIA, EDILIO, EDRON, IDALICE, IDALIO, IDELOND, IDERIA, ODELIO, ODELYR, ODILA, ODILAR, ODILIA, ODILIO, ODILON]","[ADILA, ADILAR]","[ADELIA, ADILA, ADILIA, ADILIO, ADILO, AEDILA, AUDALIO, AYDIL]","[ADILA, ADILO]"
82,ADILAR,"[ADILA, ADILAR, ADILIA, ADILO]","[ADILA, ADILAR, ADILIA, ADILO]","[ADALRI, ADELAR, ADELOR, ADILAR]","[ADALRI, ADAURI, ADELAR, ADELIA, ADELOR, ADILA, ADILAR, ADILIA, ADILIO, ADILO, ADRIELE, AEDILA, AUDALIO, DALCI, DALILA, DARI, DARIO, DARLAN, DARLE, DARLY, DARY, DAURO, DEILI, DELAIR, DELCI, DELCY, DELIO, DELIRA, DELY, DEODORO, DERIA, DERIO, DERLI, DERLY, DEROCI, DILCE, DIRACY, DIRAEL, DIRAN, DIRLAND, DOLORA, DOLORES, DORACI, DORACY, DORALICE, DORIO, DUILIO, DULCE, EDERLY, EDILA, EDILEA, EDILIA, EDILIO, EDRON, IDALICE, IDALIO, IDELOND, IDERIA, ODELIO, ODELYR, ODILA, ODILAR, ODILIA, ODILIO, ODILON]","[ADILA, ADILAR]","[ADELAR, ADELOR, ADILAR]","[ADELAR, ADELOR, ADILAR]"
83,ADILIA,"[ADILA, ADILAR, ADILIA, ADILO]","[ADILA, ADILAR, ADILIA, ADILO]","[ADELIA, ADILA, ADILIA, ADILIO, ADILO, AEDILA, ATILA, ATILIO, AUDALIO, AYDIL]","[ADALRI, ADAURI, ADELAR, ADELIA, ADELOR, ADILA, ADILAR, ADILIA, ADILIO, ADILO, ADRIELE, AEDILA, AUDALIO, DALCI, DALILA, DARI, DARIO, DARLAN, DARLE, DARLY, DARY, DAURO, DEILI, DELAIR, DELCI, DELCY, DELIO, DELIRA, DELY, DEODORO, DERIA, DERIO, DERLI, DERLY, DEROCI, DILCE, DIRACY, DIRAEL, DIRAN, DIRLAND, DOLORA, DOLORES, DORACI, DORACY, DORALICE, DORIO, DUILIO, DULCE, EDERLY, EDILA, EDILEA, EDILIA, EDILIO, EDRON, IDALICE, IDALIO, IDELOND, IDERIA, ODELIO, ODELYR, ODILA, ODILAR, ODILIA, ODILIO, ODILON]",[ADILIA],"[ADELIA, ADILA, ADILIA, ADILIO, ADILO, AEDILA, AUDALIO, AYDIL]","[ADELIA, ADILIA, EDILEA, EDILIA, ODILIA]"
84,ADILIO,[ADILIO],[ADILIO],"[ADELIA, ADILA, ADILIA, ADILIO, ADILO, AEDILA, ATILA, ATILIO, AUDALIO, AYDIL]","[ADALRI, ADAURI, ADELAR, ADELIA, ADELOR, ADILA, ADILAR, ADILIA, ADILIO, ADILO, ADRIELE, AEDILA, AUDALIO, DALCI, DALILA, DARI, DARIO, DARLAN, DARLE, DARLY, DARY, DAURO, DEILI, DELAIR, DELCI, DELCY, DELIO, DELIRA, DELY, DEODORO, DERIA, DERIO, DERLI, DERLY, DEROCI, DILCE, DIRACY, DIRAEL, DIRAN, DIRLAND, DOLORA, DOLORES, DORACI, DORACY, DORALICE, DORIO, DUILIO, DULCE, EDERLY, EDILA, EDILEA, EDILIA, EDILIO, EDRON, IDALICE, IDALIO, IDELOND, IDERIA, ODELIO, ODELYR, ODILA, ODILAR, ODILIA, ODILIO, ODILON]",[ADILIO],"[ADELIA, ADILA, ADILIA, ADILIO, ADILO, AEDILA, AUDALIO, AYDIL]","[ADILIO, EDILIO, IDALIO, ODELIO, ODILIO]"
85,ADILO,"[ADILA, ADILAR, ADILIA, ADILO]","[ADILA, ADILAR, ADILIA, ADILO]","[ADELIA, ADILA, ADILIA, ADILIO, ADILO, AEDILA, ATILA, ATILIO, AUDALIO, AYDIL]","[ADALRI, ADAURI, ADELAR, ADELIA, ADELOR, ADILA, ADILAR, ADILIA, ADILIO, ADILO, ADRIELE, AEDILA, AUDALIO, DALCI, DALILA, DARI, DARIO, DARLAN, DARLE, DARLY, DARY, DAURO, DEILI, DELAIR, DELCI, DELCY, DELIO, DELIRA, DELY, DEODORO, DERIA, DERIO, DERLI, DERLY, DEROCI, DILCE, DIRACY, DIRAEL, DIRAN, DIRLAND, DOLORA, DOLORES, DORACI, DORACY, DORALICE, DORIO, DUILIO, DULCE, EDERLY, EDILA, EDILEA, EDILIA, EDILIO, EDRON, IDALICE, IDALIO, IDELOND, IDERIA, ODELIO, ODELYR, ODILA, ODILAR, ODILIA, ODILIO, ODILON]",[ADILO],"[ADELIA, ADILA, ADILIA, ADILIO, ADILO, AEDILA, AUDALIO, AYDIL]","[ADILA, ADILO]"
86,ADILSO,[ADILSO],[ADILSO],"[ADELCIO, ADELGICIO, ADELQUE, ADILSO, ADOLECIA]","[ADELCIO, ADELSON, ADEYLSON, ADILSO, ADILSON, ADOLECIA, ADORIZIO, DARLISON, DEILZA, DELCIO, DELSON, DELZA, DELZO, DIELLYSON, DILSA, DILSON, DILZA, DOLESAR, EDILEUSA, EDILSON, IDALIZAR, IDELSON, UDILSON]","[ADILSO, ADILSON]","[ADELCIO, ADILSO, ADOLECIA]",[ADILSO]
87,ADILSON,[ADILSON],[ADILSON],"[ADELJAMI, ADELSON, ADEYLSON, ADILSON]","[ADELCIO, ADELSON, ADEYLSON, ADILSO, ADILSON, ADOLECIA, ADORIZIO, DARLISON, DEILZA, DELCIO, DELSON, DELZA, DELZO, DIELLYSON, DILSA, DILSON, DILZA, DOLESAR, EDILEUSA, EDILSON, IDALIZAR, IDELSON, UDILSON]","[ADILSO, ADILSON]","[ADELSON, ADEYLSON, ADILSON]","[ADELSON, ADEYLSON, ADILSON, EDILSON, IDELSON, UDILSON]"
88,ADIR,[ADIR],[ADIR],"[ADAHIR, ADAIR, ADAURI, ADEIR, ADIR, ADYR]","[ADA, ADAHIR, ADAIR, ADAO, ADÃO, ADEIR, ADIR, ADYR, AIDA, AYDIL, DAIR, DARCI, DARCY, DEA, DERCI, DERCY, DIRCE, EDER, EDES, EDI, EDIE, EDIO, EDIR, EDIS, EDU, EDY, EDYR, EUDA, HAYDEE, HEDER, HEDES, HEDY, HEIDER, HEIDI, IDA, IDAIL, IDEAL, IDIS, IEDA, IEDDA, IUDAN, ODAIR, ODYR, YEDA, YEDDA]","[ADIR, ADYR]","[ADAHIR, ADAIR, ADEIR, ADIR, ADYR]","[ADEIR, ADIR, ADYR]"
89,ADIRCIO,[ADIRCIO],[ADIRCIO],"[ADIRCIO, ADORIZIO, ATARCISO]","[ADACIR, ADASIO, ADERSON, ADESIL, ADIRCIO, ADIRSON, DACIO, DAISE, DARCIO, DASI, DAYSE, DECIO, DESIO, DEUSIL, DIRCEA, DIRCEU, DIRSO, DIRSON, EDECIO, EDESON, EDIRSON, EDISON, EDIZA, EDSE, EDSON, HUDSON, UDSON]","[ADIRCIO, ADIRSON]",[ADIRCIO],"[ADIRCIO, ADORIZIO, DARCIO]"
90,ADIRSON,[ADIRSON],[ADIRSON],"[ADERSON, ADIRSON]","[ADACIR, ADASIO, ADERSON, ADESIL, ADIRCIO, ADIRSON, DACIO, DAISE, DARCIO, DASI, DAYSE, DECIO, DESIO, DEUSIL, DIRCEA, DIRCEU, DIRSO, DIRSON, EDECIO, EDESON, EDIRSON, EDISON, EDIZA, EDSE, EDSON, HUDSON, UDSON]","[ADIRCIO, ADIRSON]","[ADERSON, ADIRSON]","[ADERSON, ADIRSON, EDIRSON]"
91,ADITH,[ADITH],[ADITH],"[ADA, ADAO, ADÃO, ADAUTO, ADITH, AIDA, ATAIDE, ATHAIDE, ATHAYDE, AUTA]","[ADAILTON, ADALTO, ADAUTO, ADEILTO, ADITH, DALTO, DALTON, DAUSTER, EDITE, EDITH, EUDETE, ODETE, ODETTE]",[ADITH],[ADITH],[ADITH]
92,ADMAURO,[ADMAURO],[ADMAURO],"[ADEMAR, ADEMIR, ADENOR, ADHEMAR, ADHEMAYR, ADMAURO]","[ADMAURO, DANIELA, DANILO, DIONILIA, DOMIRES, DOMIRO, DONALIA, EDENIRA]",[ADMAURO],[ADMAURO],[ADMAURO]
93,ADMILSON,[ADMILSON],[ADMILSON],"[ADEMILSON, ADENILSON, ADMILSON, ADNILSON]","[ADEMILSON, ADENILSON, ADMILSON, ADNILSON, DANILZA, DENILSON, DENILZA, EDIMILSON, EDMILSON]","[ADMILSON, ADNILSON]","[ADEMILSON, ADMILSON]","[ADEMILSON, ADMILSON, EDIMILSON, EDMILSON]"
94,ADNETE,[ADNETE],[ADNETE],[ADNETE],"[ADNETE, DANILTON, DANTE, DEMETRIA, DINART, DIONATAN, DOMINATO, EDNILTON]",[ADNETE],[ADNETE],[ADNETE]
95,ADNIL,[ADNIL],[ADNIL],[ADNIL],"[ADEMAR, ADEMIR, ADENIS, ADENOR, ADHEMAR, ADHEMAYR, ADNIL, DANIEL, DENECY, DENICE, DENIO, DENIS, DENYS, DGNAR, DIANA, DIDIMO, DIDNEY, DIMAS, DINA, DINAH, DINOMAR, DIOMAR, DIONE, DUERGNES, EDIMAR, EDIMUNDO, EDINA, EDINEA, EDINEIA, EDMAR, EDMIR, EDMO, EDMUNDO, EDNA, EDNE, EDNEI, EDNEIA, IDMAR, IDOMAR, ODENI, ODINEIA]",[ADNIL],[ADNIL],[ADNIL]
96,ADNILSON,[ADNILSON],[ADNILSON],"[ADEMILSON, ADENILSON, ADMILSON, ADNILSON]","[ADEMILSON, ADENILSON, ADMILSON, ADNILSON, DANILZA, DENILSON, DENILZA, EDIMILSON, EDMILSON]","[ADMILSON, ADNILSON]","[ADENILSON, ADNILSON]","[ADENILSON, ADNILSON, DENILSON]"
97,ADOLECIA,[ADOLECIA],[ADOLECIA],"[ADELCIO, ADELGICIO, ADELQUE, ADILSO, ADOLECIA]","[ADELCIO, ADELSON, ADEYLSON, ADILSO, ADILSON, ADOLECIA, ADORIZIO, DARLISON, DEILZA, DELCIO, DELSON, DELZA, DELZO, DIELLYSON, DILSA, DILSON, DILZA, DOLESAR, EDILEUSA, EDILSON, IDALIZAR, IDELSON, UDILSON]",[ADOLECIA],"[ADELCIO, ADILSO, ADOLECIA]",[ADOLECIA]
98,ADOLFINA,[ADOLFINA],[ADOLFINA],[ADOLFINA],"[ADOLFINA, DELFINA]",[ADOLFINA],[ADOLFINA],"[ADOLFINA, DELFINA]"
99,ADOLFO,[ADOLFO],[ADOLFO],"[ADOLFO, ATALIBA]","[ADOLFO, DELFIM]",[ADOLFO],[ADOLFO],[ADOLFO]
100,ADONICA,[ADONICA],[ADONICA],"[ADENICIO, ADENIS, ADONICA, AUTHEMES]","[ADONICA, DOMENICO]",[ADONICA],[ADONICA],[ADONICA]
101,ADONIZETE,[ADONIZETE],[ADONIZETE],[ADONIZETE],"[ADONIZETE, DONISETE, DONIZETE, DONIZETTE, DONIZETTI]",[ADONIZETE],[ADONIZETE],"[ADONIZETE, DONISETE, DONIZETE, DONIZETTE]"
102,ADORILDO,[ADORILDO],[ADORILDO],"[ADORILDO, ADROALDO]","[ADAILDES, ADELAIDE, ADORILDO, ADROALDO, DEILDA, DELOURDES, DERALDO, DORILDA, EDUARDO, EDUIRDE]",[ADORILDO],"[ADORILDO, ADROALDO]","[ADORILDO, DERALDO]"
103,ADORIVAN,[ADORIVAN],[ADORIVAN],[ADORIVAN],"[ADERALVO, ADORIVAN, DALVA, DELVAIR, DELVAUX, DELVES, DELVO, DERVACY, DERVAI, DILVO, DOLVAIR, DORIVAL, DOURIVAL, DURVAL, ODILVAN]",[ADORIVAN],[ADORIVAN],[ADORIVAN]
104,ADORIZIO,[ADORIZIO],[ADORIZIO],"[ADIRCIO, ADORIZIO, ATARCISO]","[ADELCIO, ADELSON, ADEYLSON, ADILSO, ADILSON, ADOLECIA, ADORIZIO, DARLISON, DEILZA, DELCIO, DELSON, DELZA, DELZO, DIELLYSON, DILSA, DILSON, DILZA, DOLESAR, EDILEUSA, EDILSON, IDALIZAR, IDELSON, UDILSON]",[ADORIZIO],[ADORIZIO],"[ADIRCIO, ADORIZIO, DARCIO]"
105,ADRIANA,"[ADRIANA, ADRIANO]","[ADRIANA, ADRIANO]","[ADAURINO, ADRIANA, ADRIANO]","[ADAURINO, ADELIANE, ADELINA, ADELINO, ADELMA, ADELMIR, ADRIANA, ADRIANO, AUDALIANO, DALMIR, DALMO, DAYLIANE, DELINA, DELMA, DELMAR, DELMIR, DELMO, DEOLINDA, DEOLINDO, DILMA, DILMAR, DIOLINDA, DIRLENE, DORALINO, DORINHA, EDELMO, EDILMA, IDALINA]",[ADRIANA],"[ADRIANA, ADRIANO]",[ADRIANA]
106,ADRIANO,"[ADRIANA, ADRIANO]","[ADRIANA, ADRIANO]","[ADAURINO, ADRIANA, ADRIANO]","[ADAURINO, ADELIANE, ADELINA, ADELINO, ADELMA, ADELMIR, ADRIANA, ADRIANO, AUDALIANO, DALMIR, DALMO, DAYLIANE, DELINA, DELMA, DELMAR, DELMIR, DELMO, DEOLINDA, DEOLINDO, DILMA, DILMAR, DIOLINDA, DIRLENE, DORALINO, DORINHA, EDELMO, EDILMA, IDALINA]",[ADRIANO],"[ADRIANA, ADRIANO]",[ADRIANO]
107,ADRIELE,[ADRIELE],[ADRIELE],[ADRIELE],"[ADALRI, ADAURI, ADELAR, ADELIA, ADELOR, ADILA, ADILAR, ADILIA, ADILIO, ADILO, ADRIELE, AEDILA, AUDALIO, DALCI, DALILA, DARI, DARIO, DARLAN, DARLE, DARLY, DARY, DAURO, DEILI, DELAIR, DELCI, DELCY, DELIO, DELIRA, DELY, DEODORO, DERIA, DERIO, DERLI, DERLY, DEROCI, DILCE, DIRACY, DIRAEL, DIRAN, DIRLAND, DOLORA, DOLORES, DORACI, DORACY, DORALICE, DORIO, DUILIO, DULCE, EDERLY, EDILA, EDILEA, EDILIA, EDILIO, EDRON, IDALICE, IDALIO, IDELOND, IDERIA, ODELIO, ODELYR, ODILA, ODILAR, ODILIA, ODILIO, ODILON]",[ADRIELE],[ADRIELE],[ADRIELE]
108,ADROALDO,[ADROALDO],[ADROALDO],"[ADORILDO, ADROALDO]","[ADAILDES, ADELAIDE, ADORILDO, ADROALDO, DEILDA, DELOURDES, DERALDO, DORILDA, EDUARDO, EDUIRDE]",[ADROALDO],"[ADORILDO, ADROALDO]",[ADROALDO]
109,ADYR,[ADYR],[ADYR],"[ADAHIR, ADAIR, ADAURI, ADEIR, ADIR, ADYR]","[ADA, ADAHIR, ADAIR, ADAO, ADÃO, ADEIR, ADIR, ADYR, AIDA, AYDIL, DAIR, DARCI, DARCY, DEA, DERCI, DERCY, DIRCE, EDER, EDES, EDI, EDIE, EDIO, EDIR, EDIS, EDU, EDY, EDYR, EUDA, HAYDEE, HEDER, HEDES, HEDY, HEIDER, HEIDI, IDA, IDAIL, IDEAL, IDIS, IEDA, IEDDA, IUDAN, ODAIR, ODYR, YEDA, YEDDA]","[ADIR, ADYR]","[ADAHIR, ADAIR, ADEIR, ADIR, ADYR]","[ADEIR, ADIR, ADYR]"
110,AECIO,[AECIO],[AECIO],"[ACACIO, AECIO, AIAS, ASSIS, AZIS, AZIZ, AZIZA]","[ACIR, AECIO, ASSIS, AZIS, AZIZ, AZIZA, CECY, CERSON, CESAR, CEZAR, ECIO, EUZI, EZIO, IACYN, ISA, ISAIAS, ISE, IZA, IZAIAS, IZO, OSEAS, OSEIAS, OZAIAS, OZEAS, OZIAS, SAUL, XERXES, YASUO, ZIEL, ZIZO]",[AECIO],"[AECIO, AIAS]",[AECIO]
111,AEDILA,[AEDILA],[AEDILA],"[ADELIA, ADILA, ADILIA, ADILIO, ADILO, AEDILA, ATILA, ATILIO, AUDALIO, AYDIL]","[ADALRI, ADAURI, ADELAR, ADELIA, ADELOR, ADILA, ADILAR, ADILIA, ADILIO, ADILO, ADRIELE, AEDILA, AUDALIO, DALCI, DALILA, DARI, DARIO, DARLAN, DARLE, DARLY, DARY, DAURO, DEILI, DELAIR, DELCI, DELCY, DELIO, DELIRA, DELY, DEODORO, DERIA, DERIO, DERLI, DERLY, DEROCI, DILCE, DIRACY, DIRAEL, DIRAN, DIRLAND, DOLORA, DOLORES, DORACI, DORACY, DORALICE, DORIO, DUILIO, DULCE, EDERLY, EDILA, EDILEA, EDILIA, EDILIO, EDRON, IDALICE, IDALIO, IDELOND, IDERIA, ODELIO, ODELYR, ODILA, ODILAR, ODILIA, ODILIO, ODILON]",[AEDILA],"[ADELIA, ADILA, ADILIA, ADILIO, ADILO, AEDILA, AUDALIO, AYDIL]",[AEDILA]
112,AELIO,[AELIO],[AELIO],"[AELIO, ALY]","[AELIO, ALAIR, ALAN, ALAOR, ALAYR, ALCI, ALCY, ALEX, ALICE, ALIRIO, ALLAN, ALOIR, ALY, ARACY, ARI, ARIELA, ARIM, ARLECE, ARLELON, ARLEY, ARLI, ARLY, ARON, ARY, AUIRES, AURA, AUREA, AURELIO, AUREO, AURIELES, AURORA, AYRES, ELCI, ELCY, ELI, ELIAS, ELIEL, ELIO, ELIR, ELOA, ELOI, ELOIR, ELOY, ELY, ERELCY, ERILIO, ERLI, ERLICE, ERLY, ERON, EULALIA, EULALIO, EULER, EURA, EURO, HELES, HELIA, HELIO, HÉLIO, HELY, HERIO, HERON, HIELEM, HILARIO, IARA, ILARIO, IRACI, IRACY, IRAN, IRIA, IRIS, IRON, LACI, LACY, LAHYR, LAILA, LAIR, LAIZ, LARRY, LARY, LAUCI, LAURA, LAURECI, LAURO, LAYRO, LEA, LÉA, LECY, LEILA, LEIR, LELES, LIA, LILIA, LIRIA, LIRIO, LIZ, LOACY, LUACY, LUAN, LUCI, ...]",[AELIO],"[AELIO, ALY]",[AELIO]
